modulex	moduley	c	timestamp	kilobot_sn	data0	data1	data2	data3	data4	data5	data6
1	12	1	1	3060/3	60	03	00	00	00	00	00
2	12	2	1	3060/3	60	03	00	00	00	00	00
3	15	2	1	2066/1	2e	04	00	00	00	00	00
4	15	0	1	2067/6	38	04	00	00	00	00	00
6	16	3	1	2069/4	47	02	00	00	00	00	00
2	17	0	1	2070/2	4d	02	00	00	00	00	00
1	18	3	1	2070/2	4d	02	00	00	00	00	00
8	1	0	1	2071/8	58	00	00	00	00	00	00
2	2	2	1	3060/2	67	03	00	00	00	00	00
5	2	1	1	2071/3	54	03	00	00	00	00	00
2	3	2	1	2059/3	09	01	00	00	00	00	00
4	3	1	1	2067/4	36	01	00	00	00	00	00
5	3	1	1	2067/7	66	00	00	00	00	00	00
3	4	2	1	2069/2	45	01	00	00	00	00	00
5	4	0	1	2060/0	0f	01	00	00	00	00	00
6	4	0	1	3060/6	62	01	00	00	00	00	00
7	4	3	1	2066/6	31	00	00	00	00	00	00
7	4	3	1	2260/1	5a	02	00	00	00	00	00
2	5	3	1	2070/6	50	01	00	00	00	00	00
7	5	0	1	2068/2	3c	00	00	00	00	00	00
4	6	0	1	2068/1	3b	02	00	00	00	00	00
6	6	0	1	2065/0	27	01	00	00	00	00	00
7	6	1	1	2064/6	24	02	00	00	00	00	00
1	7	1	1	2068/8	41	04	00	00	00	00	00
2	7	2	1	2070/0	4b	04	00	00	00	00	00
4	7	2	1	2068/1	3b	02	00	00	00	00	00
6	7	1	1	2067/0	33	03	00	00	00	00	00
7	7	1	1	2064/2	20	03	00	00	00	00	00
2	9	3	1	2065/5	2b	02	00	00	00	00	00
3	9	3	1	2066/8	32	00	00	00	00	00	00
5	9	0	1	2068/0	3a	02	00	00	00	00	00
1	10	3	1	2260/9	5e	04	00	00	00	00	00
3	10	3	1	3060/7	63	00	00	00	00	00	00
6	10	3	1	01080	02	01	00	00	00	00	00
8	10	0	1	3060/0	5f	00	00	00	00	00	00
1	11	3	1	2063/6	1a	00	00	00	00	00	00
3	11	0	1	2068/3	3d	00	00	00	00	00	00
4	11	0	1	2065/1	28	03	00	00	00	00	00
5	11	3	1	2060/9	15	03	00	00	00	00	00
6	11	2	1	2060/9	15	03	00	00	00	00	00
3	12	2	1	2059/1	07	03	00	00	00	00	00
4	12	1	1	2059/4	0a	02	00	00	00	00	00
5	12	2	1	2071/2	53	01	00	00	00	00	00
2	13	3	1	2067/1	34	00	00	00	00	00	00
3	13	1	1	2066/4	68	00	00	00	00	00	00
5	13	1	1	2060/4	12	02	00	00	00	00	00
7	13	1	1	2069/3	46	01	00	00	00	00	00
7	14	0	1	2069/0	43	03	00	00	00	00	00
2	15	2	1	2070/5	4f	01	00	00	00	00	00
4	16	0	2	2070/9	51	03	00	00	00	00	00
5	16	1	2	2065/7	2c	04	00	00	00	00	00
4	17	1	2	3060/4	61	00	00	00	00	00	00
7	17	2	2	2069/5	48	01	00	00	00	00	00
4	6	1	2	2260/5	5d	03	00	00	00	00	00
5	6	0	2	2260/5	5d	03	00	00	00	00	00
5	14	1	2	2063/2	17	04	00	00	00	00	00
3	15	1	3	2066/1	2e	04	01	01	00	00	00
6	16	1	3	2069/4	47	02	01	01	00	00	00
6	1	1	3	2063/9	1d	03	01	01	00	00	00
7	1	0	3	2063/9	1d	03	01	01	00	00	00
8	1	0	3	2071/8	58	00	01	01	00	00	00
2	2	2	3	3060/2	67	03	01	01	00	00	00
4	2	3	3	2066/2	2f	01	01	01	00	00	00
5	2	2	3	2066/2	2f	01	01	01	00	00	00
4	3	1	3	2067/4	36	01	01	01	00	00	00
8	3	0	3	2066/6	31	00	01	01	00	00	00
1	4	1	3	01085	05	03	01	01	00	00	00
2	4	0	3	01085	05	03	01	01	00	00	00
7	4	3	3	2260/1	5a	02	01	01	00	00	00
8	4	2	3	2066/6	31	00	01	01	00	00	00
2	5	0	3	2070/6	50	01	01	01	00	00	00
4	5	1	3	2260/3	5b	00	01	01	00	00	00
6	5	3	3	2068/2	3c	00	01	01	00	00	00
6	6	0	3	2065/0	27	01	01	01	00	00	00
7	6	0	3	2064/6	24	02	01	01	00	00	00
1	7	1	3	2068/8	41	04	01	01	00	00	00
2	7	1	3	2064/4	22	04	01	01	00	00	00
2	7	2	3	2068/8	41	04	01	01	00	00	00
3	7	0	3	2064/4	22	04	01	01	00	00	00
3	7	2	3	2059/9	0e	03	01	01	00	00	00
6	7	2	3	2067/0	33	03	01	01	00	00	00
8	8	0	3	2069/7	49	04	01	01	00	00	00
1	9	3	3	2064/3	21	04	01	01	00	00	00
4	9	3	3	01087	06	01	01	01	00	00	00
7	9	2	3	2069/1	44	03	01	01	00	00	00
7	9	3	3	2069/7	49	04	01	01	00	00	00
1	10	3	3	2260/9	5e	04	01	01	00	00	00
4	10	0	3	2060/6	13	03	01	01	00	00	00
5	10	2	3	2067/9	39	00	01	01	00	00	00
6	10	3	3	01080	02	01	01	01	00	00	00
7	10	1	3	3060/0	5f	00	01	01	00	00	00
1	11	3	3	2063/6	1a	00	01	01	00	00	00
2	11	3	3	2064/0	1e	02	01	01	00	00	00
2	11	0	3	2063/6	1a	00	01	01	00	00	00
4	11	1	3	2065/1	28	03	01	01	00	00	00
6	11	2	3	2060/9	15	03	02	01	00	00	00
3	12	1	3	2059/1	07	03	01	01	00	00	00
5	12	0	3	2071/2	53	01	01	01	00	00	00
7	12	2	3	2063/7	1b	02	01	01	00	00	00
8	12	0	3	01083	04	03	01	01	00	00	00
4	13	2	3	2067/5	37	03	01	01	00	00	00
5	13	1	3	2060/4	12	02	01	01	00	00	00
6	13	2	3	2068/9	42	03	01	01	00	00	00
6	13	1	3	2059/7	0c	00	01	01	00	00	00
7	13	3	3	01083	04	03	01	01	00	00	00
8	13	2	3	01083	04	03	01	01	00	00	00
3	14	1	3	2068/5	3f	03	01	01	00	00	00
5	14	0	3	2063/8	1c	00	01	01	00	00	00
7	14	3	3	2069/3	46	01	01	01	00	00	00
2	15	2	4	2070/5	4f	01	01	01	00	00	00
5	15	1	4	2060/3	11	00	01	01	00	00	00
4	16	3	4	2067/6	38	04	01	01	00	00	00
5	16	1	4	2065/7	2c	04	01	01	00	00	00
6	17	1	4	2063/1	16	01	01	01	00	00	00
7	17	1	4	2063/4	18	03	01	01	00	00	00
7	17	2	4	2069/5	48	01	01	01	00	00	00
4	6	3	4	2260/5	5d	03	01	01	00	00	00
4	8	3	4	2070/4	4e	01	01	01	00	00	00
5	15	3	4	2063/2	17	04	01	01	00	00	00
3	15	3	5	2066/1	2e	04	01	01	00	00	00
