modulex	moduley	c	timestamp	kilobot_sn	data0	data1	data2	data3	data4	data5	data6
4	16	1	10		7f	04	01	01	00	00	00
4	17	3	10	2260/4	65	03	01	01	00	00	00
6	17	2	10	2070/1	52	01	01	01	00	00	00
8	17	0	10	2060/3	12	03	01	01	00	00	00
6	5	3	10	2059/5	0b	00	64	00	00	00	00
3	2	0	11	2064/9	26	02	01	01	00	00	00
5	3	1	11	2064/4	21	04	01	01	00	00	00
6	3	3	11	2069/4	4b	01	01	01	00	00	00
7	3	2	11	2069/4	4b	01	01	01	00	00	00
8	3	3	11	2059/6	0c	02	01	01	00	00	00
8	3	3	11	2260/9	69	04	01	01	00	00	00
2	4	3	11	2066/0	2d	00	01	01	00	00	00
2	4	2	11	2067/2	37	02	01	01	00	00	00
6	4	2	11	2067/9	3e	01	01	01	00	00	00
7	4	2	11	01081	03	01	01	01	00	00	00
1	5	1	11	3060/4	6e	02	01	01	00	00	00
6	5	0	11	2065/0	74	01	01	01	00	00	00
6	6	3	11	2063/1	18	00	01	01	00	00	00
7	6	2	11	2063/1	18	00	01	01	00	00	00
8	6	0	11	2059/2	08	02	01	01	00	00	00
1	7	3	11	2066/2	2f	04	01	01	00	00	00
4	7	2	11	2069/7	4e	01	01	01	00	00	00
6	7	1	11	2071/6	5e	03	01	01	00	00	00
7	7	0	11	2068/4	43	01	01	01	00	00	00
2	8	3	11	2070/9	58	01	01	01	00	00	00
3	8	1	11	2070/7	57	03	01	01	00	00	00
3	8	0	11	2070/9	58	01	01	01	00	00	00
8	8	1	11	3060/5	6f	03	01	01	00	00	00
3	9	0	11	2060/0	10	00	01	01	00	00	00
4	9	1	11	2068/2	41	03	01	01	00	00	00
2	10	2	12	2059/1	07	00	01	01	00	00	00
6	10	3	12	2059/1	07	04	01	01	00	00	00
6	10	1	12	2070/4	55	00	01	01	00	00	00
2	11	1	12	2065/2	28	02	01	01	00	00	00
3	11	1	12	2071/8	60	02	01	01	00	00	00
4	11	2	12	2071/8	60	02	01	01	00	00	00
2	12	3	12	2064/5	22	04	01	01	00	00	00
4	12	3	12	2068/2	41	02	01	01	00	00	00
4	12	0	12	2067/0	36	04	01	01	00	00	00
4	12	1	12	3060/0	6a	00	01	01	00	00	00
4	12	1	12	2260/1	63	04	01	01	00	00	00
5	12	0	12	2260/1	63	04	01	01	00	00	00
6	12	2	12		ff	01	01	01	00	00	00
7	12	1	12	2069/7	4e	04	01	01	00	00	00
2	13	0	12	2063/6	1b	00	01	01	00	00	00
6	13	2	12	2068/0	3f	00	01	01	00	00	00
7	13	2	12	3060/6	70	00	01	01	00	00	00
7	13	1	12	2065/1	27	01	01	01	00	00	00
8	13	2	12	2065/1	27	01	01	01	00	00	00
2	14	0	12		7f	04	01	01	00	00	00
4	14	2	12	01079	02	04	01	01	00	00	00
2	15	3	12	2064/8	25	02	01	01	00	00	00
5	15	2	12		ff	01	01	01	00	00	00
5	15	3	12	2071/3	5c	02	01	01	00	00	00
1	16	1	12	2069/7	4e	04	01	01	00	00	00
2	16	1	12	2071/9	61	01	01	01	00	00	00
2	16	0	12	2060/4	13	02	01	01	00	00	00
4	16	1	12	2260/4	65	03	01	01	00	00	00
6	16	1	12	2069/5	4c	00	01	01	00	00	00
7	16	0	12	2069/5	4c	00	01	01	00	00	00
4	17	2	12		ff	00	01	01	00	00	00
5	17	3	12	2070/1	52	01	01	01	00	00	00
6	17	3	12	2069/5	4c	00	01	01	00	00	00
3	18	3	12	2065/5	2b	01	01	01	00	00	00
6	3	3	12	2059/3	09	04	01	01	00	00	00
8	4	2	12	2064/1	1f	03	01	01	00	00	00
7	5	1	12	2067/5	3a	02	01	01	00	00	00
7	6	3	12	2067/5	3a	02	01	01	00	00	00
8	13	2	12	2068/3	42	02	01	01	00	00	00
1	16	3	12	01085	05	03	01	01	00	00	00
3	3	1	13	2260/3	64	00	01	01	00	00	00
4	3	1	13	2069/3	4a	02	01	01	00	00	00
8	3	3	13	2260/9	69	04	01	01	00	00	00
2	4	3	13	2066/0	2d	00	01	01	00	00	00
3	4	2	13	2066/0	2d	00	01	01	00	00	00
6	4	2	13	2064/4	21	04	01	01	00	00	00
2	5	2	13	2067/2	37	02	01	01	00	00	00
3	5	3	13	2064/6	23	00	01	01	00	00	00
6	5	1	13	2065/0	74	01	01	01	00	00	00
5	6	2	13	3060/3	6d	03	01	01	00	00	00
6	6	3	13	2063/1	18	00	01	01	00	00	00
7	6	2	13	2063/1	18	00	01	01	00	00	00
8	6	0	13	2066/8	34	03	01	01	00	00	00
1	7	1	13	2066/2	2f	04	01	01	00	00	00
2	7	2	13	2066/2	2f	04	01	01	00	00	00
4	7	1	13	2069/7	4e	01	01	01	00	00	00
5	7	1	13	2069/1	48	00	01	01	00	00	00
5	7	3	13	2066/6	32	00	01	01	00	00	00
6	7	3	13	2071/6	5e	03	01	01	00	00	00
7	7	2	13	2068/4	43	01	01	01	00	00	00
3	8	1	13	2063/7	1c	03	01	01	00	00	00
3	8	1	13	2070/7	57	03	01	01	00	00	00
3	8	2	13	2070/9	58	01	01	01	00	00	00
4	8	0	13	2070/7	57	03	01	01	00	00	00
8	8	3	13	3060/5	6f	03	01	01	00	00	00
3	9	3	14	2063/7	1c	03	01	01	00	00	00
4	9	2	14	2070/7	57	03	01	01	00	00	00
5	9	3	14	2059/8	0e	00	01	01	00	00	00
2	10	2	14	2059/1	07	00	01	01	00	00	00
3	10	2	14	2060/0	10	00	01	01	00	00	00
6	10	1	14	2070/4	55	00	01	01	00	00	00
7	10	2	14	2063/5	1a	02	01	01	00	00	00
2	11	0	14	2065/2	28	02	01	01	00	00	00
4	12	1	14	2067/0	36	04	01	01	00	00	00
4	12	3	14	2260/1	63	04	01	01	00	00	00
5	12	0	14	2068/2	41	02	01	01	00	00	00
5	12	2	14	2260/1	63	04	01	01	00	00	00
2	13	2	14	2069/2	49	03	01	01	00	00	00
3	13	3	14	2063/9	1e	04	01	01	00	00	00
5	13	1	14	2068/0	3f	00	01	01	00	00	00
8	13	0	14	2065/1	27	01	01	01	00	00	00
3	14	1	14	01079	02	04	01	01	00	00	00
5	14	0	14	2070/0	51	03	01	01	00	00	00
1	15	3	14		7f	04	01	01	00	00	00
2	15	2	14	2064/8	25	02	01	01	00	00	00
4	15	3	14	2070/0	51	03	01	01	00	00	00
4	15	3	14	2063/4	19	03	01	01	00	00	00
5	15	2	14	2070/0	51	03	01	01	00	00	00
6	15	2	14	2071/3	5c	02	01	01	00	00	00
2	16	0	14	2060/4	13	02	01	01	00	00	00
4	17	2	14	2060/7	16	03	01	01	00	00	00
4	17	3	14	2260/4	65	03	01	01	00	00	00
5	17	2	14	2260/4	65	03	01	01	00	00	00
5	17	1	14	2070/1	52	01	01	01	00	00	00
7	4	3	14	2064/1	1f	03	01	01	00	00	00
8	4	0	14	2064/1	1f	03	01	01	00	00	00
1	16	3	14	01085	05	03	02	01	32	00	00
8	16	1	14	2068/6	45	02	02	01	37	00	00
6	2	1	15	2059/3	09	04	01	01	00	00	00
3	3	3	15	2064/9	26	02	01	01	00	00	00
5	3	0	15	2059/7	0d	02	01	01	00	00	00
2	4	3	15	2066/0	2d	00	01	01	00	00	00
5	4	1	15	2064/4	21	04	01	01	00	00	00
6	4	3	15	2067/9	3e	01	01	01	00	00	00
7	4	0	15	2067/9	3e	01	01	01	00	00	00
2	5	2	15	2067/2	37	02	01	01	00	00	00
6	6	1	15	2071/6	5e	03	01	01	00	00	00
6	6	3	15	2063/1	18	00	01	01	00	00	00
7	6	2	15	2063/1	18	00	01	01	00	00	00
8	6	0	15	2059/2	08	02	01	01	00	00	00
8	6	2	15	2066/8	34	03	01	01	00	00	00
3	8	2	15	2070/9	58	01	01	01	00	00	00
5	8	0	15	2059/8	0e	00	01	01	00	00	00
4	9	0	15	2067/6	3b	02	01	01	00	00	00
5	9	0	15	2071/4	5d	04	01	01	00	00	00
7	9	0	16	2063/5	1a	02	01	01	00	00	00
2	10	1	16	2060/6	15	04	01	01	00	00	00
6	10	1	16	2059/1	07	04	01	01	00	00	00
6	10	3	16	2070/4	55	00	01	01	00	00	00
6	10	3	16	2063/5	1a	02	01	01	00	00	00
7	10	2	16	2063/5	1a	02	01	01	00	00	00
2	11	1	16	2064/5	22	04	01	01	00	00	00
2	11	3	16	2060/6	15	04	01	01	00	00	00
2	11	3	16	2065/2	28	02	01	01	00	00	00
3	11	0	16	2064/5	22	04	01	01	00	00	00
3	11	1	16	2071/8	60	02	01	01	00	00	00
4	11	0	16	2071/8	60	02	01	01	00	00	00
4	12	3	16	3060/0	6a	00	01	01	00	00	00
7	12	1	16	2069/7	4e	04	01	01	00	00	00
7	12	3	16	2068/5	44	01	01	01	00	00	00
2	13	3	16	2063/6	1b	00	01	01	00	00	00
3	13	2	16	2063/9	1e	04	01	01	00	00	00
7	13	3	16	2069/7	4e	04	01	01	00	00	00
4	14	1	16	2070/0	51	03	01	01	00	00	00
4	14	1	16	2063/4	19	03	01	01	00	00	00
5	14	0	16		ff	01	01	01	00	00	00
1	15	1	16	2069/7	4e	04	01	01	00	00	00
2	15	2	16	2064/1	1f	00	01	01	00	00	00
5	15	2	16		ff	01	01	01	00	00	00
5	15	3	16	2071/3	5c	02	01	01	00	00	00
1	16	2	16	2069/7	4e	04	01	01	00	00	00
3	16	0	16	2071/9	61	01	01	01	00	00	00
5	16	0	16		7f	04	01	01	00	00	00
7	16	1	16	2069/5	4c	00	01	01	00	00	00
3	17	3	16	2060/7	16	03	01	01	00	00	00
4	17	0	16		ff	00	01	01	00	00	00
7	17	2	16	2069/5	4c	00	01	01	00	00	00
3	18	1	16	2065/5	2b	01	01	01	00	00	00
3	18	3	16		ff	00	01	01	00	00	00
8	18	1	16	2060/3	12	03	01	01	00	00	00
2	4	2	16	2070/6	56	01	01	01	00	00	00
6	5	1	16	2063/1	18	00	01	01	00	00	00
2	6	3	16	2059/9	0f	01	01	01	00	00	00
3	3	2	17	2064/9	26	02	01	01	00	00	00
6	3	1	17	2069/4	4b	01	01	01	00	00	00
7	3	1	17	2260/9	69	04	01	01	00	00	00
9	3	2	17	2059/6	0c	02	01	01	00	00	00
5	4	3	17	2064/4	21	04	01	01	00	00	00
5	4	2	17	2059/7	0d	02	01	01	00	00	00
6	4	3	17	2069/4	4b	01	01	01	00	00	00
7	4	2	17	01081	03	01	01	01	00	00	00
1	5	3	17	3060/4	6e	02	01	01	00	00	00
3	5	1	17	2064/3	20	02	01	01	00	00	00
6	5	1	17	2065/0	74	01	01	01	00	00	00
7	5	2	17	2067/9	3e	01	01	01	00	00	00
2	6	3	17	2059/9	0f	01	01	01	00	00	00
5	6	0	17	3060/3	6d	03	01	01	00	00	00
6	6	3	17	2063/1	18	00	01	01	00	00	00
8	6	1	17	2059/2	08	02	01	01	00	00	00
2	7	0	17	2066/2	2f	04	01	01	00	00	00
3	8	1	17	2070/7	57	03	01	01	00	00	00
3	8	1	17	2070/9	58	01	01	01	00	00	00
4	8	0	17	2070/7	57	03	01	01	00	00	00
4	8	0	18	2070/9	58	01	01	01	00	00	00
3	9	3	18	2063/7	1c	03	01	01	00	00	00
4	9	3	18	2068/2	41	03	01	01	00	00	00
4	9	2	18	2063/7	1c	03	01	01	00	00	00
2	10	0	18	2059/1	07	00	01	01	00	00	00
6	10	1	18	2059/1	07	04	01	01	00	00	00
7	10	1	18	2064/6	23	01	01	01	00	00	00
7	10	2	18	2063/5	1a	02	01	01	00	00	00
3	11	3	18	2071/8	60	02	01	01	00	00	00
6	11	3	18	2059/1	07	04	01	01	00	00	00
7	11	3	18	2064/6	23	01	01	01	00	00	00
7	11	0	18	2068/5	44	01	01	01	00	00	00
2	12	1	18	2069/2	49	03	01	01	00	00	00
3	12	2	18	2064/5	22	04	01	01	00	00	00
4	12	1	18	2067/0	36	04	01	01	00	00	00
4	12	2	18	3060/0	6a	00	01	01	00	00	00
2	13	2	18	2063/6	1b	00	01	01	00	00	00
3	13	1	18	2063/9	1e	04	01	01	00	00	00
3	13	3	18	2065/7	73	01	01	01	00	00	00
5	13	3	18	2068/0	3f	00	01	01	00	00	00
6	13	0	18	2068/0	3f	00	01	01	00	00	00
7	13	1	18	3060/6	70	00	01	01	00	00	00
7	13	2	18	2069/7	4e	04	01	01	00	00	00
3	14	3	18	01079	02	04	01	01	00	00	00
2	15	0	18	01085	05	03	02	01	32	00	00
5	15	1	18	2071/3	5c	02	01	01	00	00	00
1	16	1	18	2060/4	13	02	01	01	00	00	00
2	16	2	18	01085	05	03	02	01	32	00	00
3	16	0	18	2071/9	61	01	01	01	00	00	00
