modulex	moduley	c	timestamp	kilobot_sn	data0	data1	data2	data3	data4	data5	data6
2	7	1	0		ff	00	00	00	00	00	00
3	10	1	0		7f	00	00	00	00	00	00
3	11	0	0		ff	01	00	00	00	00	00
3	12	0	0		ff	00	00	00	00	00	00
2	10	3	1		ff	03	00	00	00	00	00
2	5	2	1		ff	04	00	00	00	00	00
2	7	0	1		ff	00	00	00	00	00	00
3	7	0	1		ff	01	00	00	00	00	00
2	8	0	1		ff	03	00	00	00	00	00
2	9	3	1		ff	03	00	00	00	00	00
3	9	2	1		ff	02	00	00	00	00	00
2	10	1	2		ff	03	00	00	00	00	00
3	10	0	2		7f	00	00	00	00	00	00
2	11	3	2		ff	02	00	00	00	00	00
3	11	0	2		ff	01	00	00	00	00	00
4	11	0	2		ff	04	00	00	00	00	00
2	12	0	2		ff	02	00	00	00	00	00
3	12	1	2		ff	00	00	00	00	00	00
4	12	3	2		ff	00	00	00	00	00	00
2	13	2	2		ff	02	00	00	00	00	00
3	13	2	2		ff	02	00	00	00	00	00
4	13	3	2		ff	00	00	00	00	00	00
2	14	1	2		ff	02	00	00	00	00	00
3	14	3	2		ff	03	00	00	00	00	00
4	14	3	2		ff	04	00	00	00	00	00
2	6	0	3		ff	02	01	01	00	00	00
2	12	0	3		ff	02	01	01	00	00	00
3	12	3	3		ff	00	01	01	00	00	00
4	12	3	3		ff	00	01	01	00	00	00
3	13	3	3		ff	02	01	01	00	00	00
4	13	1	3		ff	00	01	01	00	00	00
3	14	1	3		ff	03	01	01	00	00	00
4	14	3	3		ff	04	01	01	00	00	00
2	5	1	4		ff	04	01	01	00	00	00
3	5	1	4		ff	03	01	01	00	00	00
2	7	0	4		ff	00	01	01	00	00	00
3	7	2	4		ff	01	01	01	00	00	00
2	8	3	4		ff	03	01	01	00	00	00
2	9	0	4		ff	03	01	01	00	00	00
3	9	1	4		ff	02	01	01	00	00	00
2	10	3	4		ff	03	01	01	00	00	00
3	10	0	4		7f	00	01	01	00	00	00
2	11	1	4		ff	02	01	01	00	00	00
3	11	0	4		ff	01	01	01	00	00	00
4	11	1	4		ff	04	01	01	00	00	00
2	13	0	4		ff	02	01	01	00	00	00
2	14	2	4		ff	02	01	01	00	00	00
2	10	0	5		ff	03	01	01	00	00	00
3	10	2	5		7f	00	01	01	00	00	00
2	12	2	5		ff	02	01	01	00	00	00
3	12	1	5		ff	00	01	01	00	00	00
4	12	3	5		ff	00	01	01	00	00	00
3	13	3	5		ff	02	01	01	00	00	00
4	13	3	5		ff	00	01	01	00	00	00
3	14	2	5		ff	03	01	01	00	00	00
4	14	3	5		ff	04	01	01	00	00	00
2	5	2	6		ff	04	01	01	00	00	00
2	7	1	6		ff	00	01	01	00	00	00
3	7	1	6		ff	01	01	01	00	00	00
2	8	3	6		ff	03	01	01	00	00	00
2	9	2	6		ff	03	01	01	00	00	00
3	9	0	6		ff	02	01	01	00	00	00
2	11	3	6		ff	02	01	01	00	00	00
3	11	0	6		ff	01	01	01	00	00	00
4	11	1	6		ff	04	01	01	00	00	00
2	14	2	6		ff	02	01	01	00	00	00
3	10	2	6		7f	00	02	01	75	00	00
2	6	2	7		ff	02	01	01	00	00	00
4	12	2	7		ff	00	01	01	00	00	00
2	5	3	7		ff	04	01	01	00	00	00
3	5	1	7		ff	03	01	01	00	00	00
2	7	2	8		ff	00	01	01	00	00	00
3	7	0	8		ff	01	01	01	00	00	00
2	9	0	8		ff	03	01	01	00	00	00
3	9	2	8		ff	02	01	01	00	00	00
2	10	1	8		ff	03	01	01	00	00	00
2	11	1	8		ff	02	01	01	00	00	00
3	11	1	8		ff	01	01	01	00	00	00
4	11	1	8		ff	04	01	01	00	00	00
2	12	3	8		ff	02	01	01	00	00	00
2	13	2	8		ff	02	01	01	00	00	00
3	13	3	8		ff	02	01	01	00	00	00
4	13	0	8		ff	00	01	01	00	00	00
2	14	2	8		ff	02	01	01	00	00	00
3	14	1	8		ff	03	01	01	00	00	00
4	14	3	8		ff	04	01	01	00	00	00
2	5	3	9		ff	04	01	01	00	00	00
3	5	3	9		ff	03	01	01	00	00	00
2	7	2	9		ff	00	01	01	00	00	00
3	7	3	9		ff	01	01	01	00	00	00
2	9	1	10		ff	03	01	01	00	00	00
3	9	0	10		ff	02	01	01	00	00	00
2	10	2	10		ff	03	01	01	00	00	00
3	10	1	10		7f	00	02	01	75	00	00
2	11	3	10		ff	02	01	01	00	00	00
3	11	1	10		ff	01	01	01	00	00	00
4	11	1	10		ff	04	01	01	00	00	00
2	12	0	10		ff	02	01	01	00	00	00
3	12	3	10		ff	00	01	01	00	00	00
4	12	2	10		ff	00	01	01	00	00	00
2	13	1	10		ff	02	01	01	00	00	00
3	13	3	10		ff	02	01	01	00	00	00
4	13	0	10		ff	00	01	01	00	00	00
2	14	3	10		ff	02	01	01	00	00	00
3	14	3	10		ff	03	01	01	00	00	00
4	14	3	10		ff	04	01	01	00	00	00
2	8	3	10		ff	03	01	01	00	00	00
2	5	3	11		ff	04	01	01	00	00	00
3	5	1	11		ff	03	01	01	00	00	00
2	7	2	11		ff	00	01	01	00	00	00
2	9	3	11		ff	03	01	01	00	00	00
2	10	2	11		ff	03	01	01	00	00	00
